"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","11008833871.6461","12310973523.663","12905788634.2567","13743400190.3604","14552225003.1205","17228873784.4134","22808060939.4354","31554165101.2007","32783798983.5736","34133878861.575","40606553123.5952","46813883767.809","59357502400.417","80574858695.5374","68919564499.4193","62262235090.4152","62373355067.2511","61988806086.5377","60103775393.1537","65196569058.0044","76506388901.5255","78731585906.8268","79732122798.3412","87567281559.0325","85104046153.7082","86269911969.1278","88008804642.4368","91715059892.5518","107635105911.46","114556395655.72","115485076501.281","109149191931.846","108894349689.976","119132111926.77","115302081848.853","122828648575.153","148010786181.38","185200764073.599","230364949041.961","274360754830.989","335075533277.854","407566601032.22","319419111927.514","402741135052.993","482648748844.719","471910239642.146","464708427294.597","460883062005.545","360009750302.168","329479670184.433","393174815621.276","436913056210.248","421168353965.773","363839945964.674","483853376995.065","556985051735.18","521717616928.467","555994254690.68",
"Trinidad and Tobago","TTO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","188761904.761905","219047619.047619","230285714.285714","254285714.285714","285523809.523809","316571428.571429","406183008.010832","567196902.844998","711581703.811232","1254043453.95732","1343883540.03684","1311177190.83435","1511421911.42191","1848038426.51218","2802229974.75779","3518399604.8407","3487011040.81781","3002097557.58972","2869615051.9987","2720919425.41061","2699953025.53877","2721814946.30549","3377010168.19886","4242227828.26846","4479728142.53556","5353409090.90909","5277717391.30435","6126637065.78113","5908390901.24753","7024340766.78062","8096647985.61912","8248031657.84542","8114689467.84","8398428066.47786","8713608295.22224","8531440165.23149","9447888494.78666","9438270054.92593","10839779022.6767","13158999796.8633","14500633173.3508","15823068687.6655","19877270832.9756","24965547802.1202","19572383403.3808","22160316333.6594","22163031092.1499","21722011893.2679","21854753431.1837","21590469318.3324","17579251895.7497","16987820950.6092","17590956528.9273","19416162580.1372","19255849426.448","16139837104.6645","19661352236.4014","22914357520.299","25868538298.1662","25869112802.4026",
"Turkiye","TUR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","155555555.555556","411111111.111111","500000000","433333333.333333","500000000","544444444.444444","577777777.777778","644444444.444444","644444444.444444","700000000","790909090.909091","860000000","1242857142.85714","1828571428.57143","2028571428.57143","2035714285.71429","2500000000","2238888888.88889","2733333333.33333","2883870967.74194","3552631578.94737","5863063063.06306","7636809815.95092","7708888888.88889","9354223433.24251","10663601532.567","10073925925.9259","13584947491.2485","16951828410.6892","17357728557.9642","20135262552.7022","20904913710.4506","22898733993.0151","24669695038.6891","27909720017.5622","33680386083.5424","39092257232.3567","46675372205.5773","57026806124.4841","48230414558.3751","54533059615.9106","54840416844.8125","60314815429.1394","72376416980.6481","96593448854.7123","110762762330.277","124756280465.651","149137962562.868","181566284088.936","151740208198.921","164671478238.998","192867783671.8","214511123156.39","227889235663.169","236663554457.717","212027217924.647","200753327384.372","223675641540.481","243293992258.257","251696740784.294","209768260359.943","293050134140.709","350004410847.635","356899776842.385","371107726342.748",
"Tuvalu","TUV","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","537502279.410473","508648082.852701","572500411.418121","765667146.137326","929865169.570034","1265179894.31523","1295157275.69778","1246175397.8983","1230116906.91437","1291630218.99004","1445863125.98847","1876854721.02198","2017946246.93547","2295888513.70894","2675290129.30304","3124155526.29693","3428845588.9144","4335060981.52708","5439934817.32002","5349218508.30742","6276937178.61028","7497823534.82418","8870630510.22188","8679120269.93239","9032206214.44268","8110109048.57517","8138103520.92867","8344707045.48532","8401858982.5961","9786702081.68473","8921839002.43059","9976590469.46969","11678964531.4076","13595120210.2621","15622427609.6947",
"Uganda","UGA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","115643371.302194","107847342.127381","108280396.606089","146070429.082252","176172433.863764","226235475.290494","236595268.094638","244715105.697886","248355032.899342","251574968.50063","294134117.317654","280834383.312334","289094218.115638","281678309.93014","308953521.528372","204111111.111111","278700000","268764705.882353","330434782.608696","415000000","242000000","215000000","182500000","194000000","458913258.930495","483554233.875652","502571961.533299","517053674.042086","492900000","419712425.587951","311669538.728551","247948158.154901","250344412.078182","227444247.465385","348784843.388843","678725716.611138","722999697.873861","837552441.53814","634713533.002364","734918410.304017","659668069.160693","672714062.011288","692819583.930111","752307732.519452","1008067266.00343","1310093926.47531","1524126929.50996","1990712068.28156","3506150678.38066","4677180750.95161","3687465342.70817","3583112054.54687","4230158431.06526","4774874142.12843","4874969924.05966","4170603009.20654","3629227691.22134","5122376576.57757","4967717826.69986","6048575718.54534","5796021014.37407","6396009272.7923","5477862278.4603","5658032304.82399","9069963313.66238",
"Ukraine","UKR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26529048347.8514","22517259875.2273","20230191964.6397","17732031954.7572","16988495838.624","18596691884.2465","22695828944.5407","20341967259.3523","20357121608.8025","17543687391.3572","16960000576.2095","19521222712.336","19909904878.9114","22030272452.0686","27327869172.1698","39456100770.8216","42593471771.8732","48355049504.9505","61412079207.9208","81376308303.7526","52180910869.1299","65600892379.303","83661340362.1659","86517143161.4126","81719004128.6125","64873485476.4489","47880176690.9298","46023154798.8845","53943461808.6232","59208892250.9196","63448583044.48","60801578067.778","81281413098.7658","57417372455.43","51286538169.6103","56097413814.1277",
"Upper middle income","UMC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","18356161687.2676","18604301407.1363","17367979511.3175","21624603228.7782","22493646635.1971","24729876615.4937","26667903129.1863","27220380684.6885","29525330965.5138","32798308011.7999","35597868457.454","40222634882.0054","49590516592.3271","76660416168.9147","124558303352.594","123720289676.25","144960604321.717","162143161642.201","176674255077.047","233666844656.671","285995382116.117","273952269797.175","273121016823.345","284111558919.295","301613048363.956","292297411336.748","255721849001.707","317387968384.699","370566233744.259","396699720762.366","443619862697.523","445571390449.707","486072266874.006","514516988471.738","609269276274.987","724154947865.368","800631125437.452","884221648347.888","857143744445.298","911865103024.857","1103397423702.9","1077060013238.27","1178301821448.83","1402153258629.19","1787089120349.35","2178893509817","2640276849391.31","3187819230516.89","3797742548845.42","3072396383881.92","3932392498277.63","4778830828128.62","5025155380202.85","5156231617490.44","5173408955550.1","4658737887002.51","4447334203801.28","4966879251540.51","5480119020050.81","5371298094389.81","4997739504862.08","6563452248616.78","7315161379298.79","6990484844205.54","7428217475811.49",
"Uruguay","URY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","171350239.890336","219799542.816951","193918025.561922","185026101.896518","235904694.503421","347846052.291709","309880933.972475","233416696.439204","241962440.470842","268548387.096774","296774193.548387","288709677.419355","337963958.674456","412996156.841318","588256717.015833","593738352.590385","717274791.824376","818672883.787661","925434421.693415","1208815649.58537","1527803802.70047","1679796170.47561","1314939846.00578","1310717315.94386","1289223520.99237","1266123611.05619","1541476814.9821","1594966344.74685","1811733104.23506","1982636216.99416","2188206935.7084","2318969025.05522","2633269108.95619","2869311094.48853","3454168853.29398","3665940935.58041","4035386466.32462","4184600574.90955","4168339941.96096","3621012840.29878","3811052356.14556","3511965703.13182","2805891108.54808","3304410120.8128","4394994711.50161","5279006691.55916","5981157817.70038","6922888126.95653","9399061014.7338","8863697956.5254","11050981363.9825","13301545753.261","14056802468.6647","14324258529.8967","14477839204.7673","12965298328.9609","15480528866.8749","16856823032.1798","17265046236.5523","17363366578.855","14026275303.5397","20010251506.2999","23530155862.0646","21947089985.7941","23285155540.2017",
"United States","USA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","27045000000","27602000000","29066000000","31074000000","35019000000","37146000000","40920000000","43467000000","47906000000","51922000000","59709000000","62963000000","70843000000","95269000000","126650000000","138706000000","149515000000","159349000000","186883000000","230129000000","280772000000","305239000000","283210000000","276996000000","302380000000","303211000000","320998000000","363943000000","444601000000","504289000000","551873000000","594931000000","633053000000","654799000000","720937000000","812810000000","867589000000","953803000000","952979000000","992910000000","1096111000000","1026812000000","997979000000","1035165000000","1176363000000","1301580000000","1470170000000","1659295000000","1835280000000","1582774000000","1857247000000","2115864000000","2217700000000","2287922000000","2378545000000","2270622000000","2235558000000","2388260000000","2538089000000","2539391000000","2151139000000","2555430000000","3017379000000","3052469000000","3180241000000",
